1,1,7,2009/12/28 10:56:30,0,0,0,0,71458984
1,1,7,2009/12/28 10:59:30,0,0,0,0,71876776
1,1,7,2009/12/28 11:00:05,0,0,0,0,71074656
1,1,7,2009/12/28 12:01:21,0,0,0,0,71607080
1,1,7,2009/12/28 12:06:21,0,0,0,0,71780392
1,1,7,2009/12/28 12:11:21,0,0,0,0,72370216
1,1,7,2009/12/28 12:16:21,1,1,1,1,73866200
1,1,7,2009/12/28 12:21:21,1,1,1,1,71707844
1,1,7,2009/12/28 12:26:21,1,1,1,1,72156452
1,1,7,2009/12/28 12:31:21,0,0,0,0,73348964
1,1,7,2009/12/28 12:36:21,0,0,0,0,72136532
1,1,7,2009/12/28 12:41:21,0,0,0,0,72619860
1,1,7,2009/12/28 12:46:21,0,0,0,0,73152340
1,1,7,2009/12/28 12:51:21,0,0,0,0,73632924
1,1,7,2009/12/28 12:56:21,0,0,0,0,74157212
1,1,7,2009/12/28 13:26:32,0,0,0,0,72190032
1,1,7,2009/12/28 13:26:38,0,0,0,0,72581848
1,1,7,2009/12/28 13:27:28,1,0,0,0,71579880
1,1,7,2009/12/28 14:25:05,0,0,0,0,71846468
1,1,7,2009/12/28 14:30:05,1,1,0,0,72927812
1,1,7,2009/12/28 14:35:05,0,0,0,0,71617320
1,1,7,2009/12/28 14:40:05,0,0,0,0,72190760
1,1,7,2009/12/28 14:45:05,0,0,0,0,71703796
1,1,7,2009/12/28 14:50:05,0,0,0,0,72457460
1,1,7,2009/12/28 14:55:05,0,0,0,0,73055476
1,1,7,2009/12/28 15:00:05,0,0,0,0,73686260
1,1,7,2009/12/28 15:05:05,0,0,0,0,71723920
1,1,7,2009/12/28 15:10:05,0,0,0,0,72338320
1,1,7,2009/12/28 15:11:10,0,0,0,0,72567696
1,1,7,2009/12/28 15:16:59,0,0,0,0,71765080
1,1,7,2009/12/28 15:21:59,0,0,0,0,72363480
1,1,7,2009/12/28 15:26:59,0,0,0,0,72986072
1,1,7,2009/12/28 15:31:59,0,0,0,0,71690236
1,1,7,2009/12/28 15:36:59,1,1,1,1,72572436
1,1,7,2009/12/28 15:41:59,0,0,0,0,71529812
1,1,7,2009/12/28 15:46:59,0,0,0,0,71784552
1,1,7,2009/12/28 15:51:59,0,0,0,0,72448104
1,1,7,2009/12/28 15:56:59,0,0,0,0,73009472
1,1,7,2009/12/28 16:01:59,0,0,0,0,73615680
1,1,7,2009/12/28 16:04:15,0,0,0,0,71667784
1,1,7,2009/12/28 16:04:42,0,0,0,0,71084688
1,1,7,2009/12/28 16:10:10,1,1,1,1,73433588
1,1,7,2009/12/28 16:15:10,1,1,1,1,75812788
1,1,7,2009/12/28 16:20:10,0,0,0,0,71871388
1,1,7,2009/12/28 16:25:10,1,1,1,1,72371356
1,1,7,2009/12/28 16:30:10,0,0,0,0,71944796
